Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Divisions / Units / Wings,['Agricultural Technology Information Centre (ATIC)' 'http://atic-icarneh.nic.in' 'ATIC']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Companies,['Agrinnovate India' 'http://agrinnovateindia.co.in' '']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Indian Council of Agricultural Research (ICAR)' 'https://www.icar.org.in' 'ICAR']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Agricultural Scientists Recruitment Board (ASRB) New Delhi' 'http://www.asrb.org.in' 'ASRB']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Bharat Dynamics Limited (BDL)' 'http://bdl-india.com' 'BDL']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Central Arid Zone Research Institute (CAZRI)' 'http://www.cazri.res.in' 'CAZRI']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Central Coastal Agricultural Research Institute GOA' 'http://www.ccari.res.in' '']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Central Inland Fisheries Research Institute (CIFRI)' 'http://www.ifsi.in' 'CIFRI']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Central Inland Fisheries Research Institute Kolkata West Bengal' 'http://www.cifri.ernet.in' '']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Central Institute for Arid Horticulture (CIAH)' 'http://www.ciah.ernet.in' 'CIAH']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Central Institute for Cotton Research (CICR) Nagpur Maharashtra' 'http://www.cicr.org.in' 'CICR']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Central Institute for Research on Buffaloes (CIRB)' 'http://www.cirb.res.in' 'CIRB']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Central Institute for Research on Cotton Technology (CIRCOT)' 'http://www.circot.res.in' 'CIRCOT']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Central Institute for Research on Goats (CIRG)' 'http://www.cirg.res.in' 'CIRG']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Central Institute for Subtropical Horticulture (CISH) Lucknow Uttar Pradesh' 'http://www.cish.res.in' 'CISH']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Central Institute of Agricultural Engineering (CIAE)' 'http://www.ciae.nic.in' 'CIAE']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Central Institute of Brackishwater Aquaculture (CIBA)' 'http://www.ciba.res.in' 'CIBA']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Central Institute of Fisheries Education (CIFE) Mumbai' 'http://www.cife.edu.in' 'CIFE']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Central Institute of Fisheries Technology (CIFT) Cochin Kerala' 'http://www.cift.res.in' 'CIFT']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Central Institute of Freshwater Aquaculture (CIFA)' 'http://www.cifa.in' 'CIFA']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Central Institute of Post Harvest Engineering and Technology (CIPHET)' 'http://www.ciphet.in' 'CIPHET']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Central Marine Fisheries Research Institute (CMFRI) Kochi Kerala' 'http://www.cmfri.org.in' 'CMFRI']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Central Plantation Crops Research Institute (CPCRI)' 'http://cpcri.gov.in' 'CPCRI']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Library and Bioinformatics Centre CPCRI' 'http://www.bioinfcpcri.org' '']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Central Research Institute for Dryland Agriculture (CRIDA) ICAR Hyderabad' 'http://www.crida.in' 'CRIDA']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Central Research Institute for Jute and Allied Fibres (CRIJAF)' 'http://www.crijaf.org.in' 'CRIJAF']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Central Rice Research Institute (CRRI)' 'http://crri.nic.in' 'CRRI']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Central Soil And Water Conservation Research and Training Institute Dehra Dun Uttarakhand' 'http://www.cswcrtiweb.org' '']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Central Tobacco Research Institute Rajahmundry Andhra Pradesh' 'https://ctri.icar.gov.in' '']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Central Tuber Crops Research Institute (CTCRI)' 'http://www.ctcri.org' 'CTCRI']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Directorate of Coldwater fisheries Research Uttarakhand' 'http://www.dcfr.res.in' '']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Directorate of Maize Research (DMR)' 'http://dmr.res.in' 'DMR']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Directorate of Mushroom Research Solan Himachal Pradesh' 'http://nrcmushroom.org' '']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Directorate of Oil Palm Research West Godavari Andhra Pradesh' 'http://www.dopr.gov.in' '']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Directorate of Onion and Garlic Research Pune Maharashtra' 'http://www.dogr.res.in' '']
Union,Ministry,[Ministry of Agriculture and Farmers Welfare],Department,['Department of Agricultural Research and Education (DARE)' 'http://dare.gov.in' 'DARE'],Statutory Bodies,['Directorate of Wheat Research (DWR)' 'http://www.dwr.res.in' 'DWR']
